date,DC power:kWh,direct_rad:W,diffuse_rad:W,global_rad:W,clear_sky_rad:W,sunshine_duration_24h:p,uv:idx,sun_azimuth:d,sun_elevation:d
09.01.25 00:00,0.0,0,0,0,0,1,0,14.5,-64.3
09.01.25 00:05,0.0,0,0,0,0,0,0,17.1,-64
09.01.25 00:10,0.0,0,0,0,0,0,0,19.7,-63.8
09.01.25 00:15,0.0,0,0,0,0,0,0,22.2,-63.5
09.01.25 00:20,0.0,0,0,0,0,0,0,24.6,-63.1
09.01.25 00:25,0.0,0,0,0,0,0,0,27,-62.7
09.01.25 00:30,0.0,0,0,0,0,0,0,29.4,-62.3
09.01.25 00:35,0.0,0,0,0,0,0,0,31.7,-61.9
09.01.25 00:40,0.0,0,0,0,0,0,0,33.9,-61.5
09.01.25 00:45,0.0,0,0,0,0,0,0,36.1,-61
09.01.25 00:50,0.0,0,0,0,0,0,0,38.2,-60.5
09.01.25 00:55,0.0,0,0,0,0,1,0,40.3,-59.9
09.01.25 01:00,0.0,0,0,0,0,1,0,42.3,-59.4
09.01.25 01:05,0.0,0,0,0,0,0,0,44.3,-58.8
09.01.25 01:10,0.0,0,0,0,0,0,0,46.1,-58.2
09.01.25 01:15,0.0,0,0,0,0,0,0,48,-57.6
09.01.25 01:20,0.0,0,0,0,0,0,0,49.8,-56.9
09.01.25 01:25,0.0,0,0,0,0,0,0,51.5,-56.3
09.01.25 01:30,0.0,0,0,0,0,0,0,53.2,-55.6
09.01.25 01:35,0.0,0,0,0,0,0,0,54.8,-54.9
09.01.25 01:40,0.0,0,0,0,0,0,0,56.4,-54.2
09.01.25 01:45,0.0,0,0,0,0,0,0,58,-53.5
09.01.25 01:50,0.0,0,0,0,0,0,0,59.5,-52.8
09.01.25 01:55,0.0,0,0,0,0,1,0,60.9,-52
09.01.25 02:00,0.0,0,0,0,0,1,0,62.4,-51.3
09.01.25 02:05,0.0,0,0,0,0,0,0,63.7,-50.5
09.01.25 02:10,0.0,0,0,0,0,0,0,65.1,-49.8
09.01.25 02:15,0.0,0,0,0,0,0,0,66.4,-49
09.01.25 02:20,0.0,0,0,0,0,0,0,67.7,-48.2
09.01.25 02:25,0.0,0,0,0,0,0,0,69,-47.4
09.01.25 02:30,0.0,0,0,0,0,0,0,70.2,-46.6
09.01.25 02:35,0.0,0,0,0,0,0,0,71.4,-45.8
09.01.25 02:40,0.0,0,0,0,0,0,0,72.6,-45
09.01.25 02:45,0.0,0,0,0,0,0,0,73.8,-44.2
09.01.25 02:50,0.0,0,0,0,0,0,0,74.9,-43.4
09.01.25 02:55,0.0,0,0,0,0,1,0,76,-42.6
09.01.25 03:00,0.0,0,0,0,0,1,0,77.1,-41.7
09.01.25 03:05,0.0,0,0,0,0,0,0,78.2,-40.9
09.01.25 03:10,0.0,0,0,0,0,0,0,79.2,-40.1
09.01.25 03:15,0.0,0,0,0,0,0,0,80.3,-39.2
09.01.25 03:20,0.0,0,0,0,0,0,0,81.3,-38.4
09.01.25 03:25,0.0,0,0,0,0,0,0,82.3,-37.6
09.01.25 03:30,0.0,0,0,0,0,0,0,83.3,-36.7
09.01.25 03:35,0.0,0,0,0,0,0,0,84.3,-35.9
09.01.25 03:40,0.0,0,0,0,0,0,0,85.3,-35
09.01.25 03:45,0.0,0,0,0,0,0,0,86.2,-34.2
09.01.25 03:50,0.0,0,0,0,0,0,0,87.2,-33.3
09.01.25 03:55,0.0,0,0,0,0,1,0,88.1,-32.5
09.01.25 04:00,0.0,0,0,0,0,1,0,89.1,-31.6
09.01.25 04:05,0.0,0,0,0,0,0,0,90,-30.8
09.01.25 04:10,0.0,0,0,0,0,0,0,90.9,-29.9
09.01.25 04:15,0.0,0,0,0,0,0,0,91.8,-29.1
09.01.25 04:20,0.0,0,0,0,0,0,0,92.7,-28.2
09.01.25 04:25,0.0,0,0,0,0,0,0,93.6,-27.4
09.01.25 04:30,0.0,0,0,0,0,0,0,94.5,-26.6
09.01.25 04:35,0.0,0,0,0,0,0,0,95.4,-25.7
09.01.25 04:40,0.0,0,0,0,0,0,0,96.2,-24.9
09.01.25 04:45,0.0,0,0,0,0,0,0,97.1,-24
09.01.25 04:50,0.0,0,0,0,0,0,0,98,-23.2
09.01.25 04:55,0.0,0,0,0,0,1,0,98.8,-22.3
09.01.25 05:00,0.0,0,0,0,0,1,0,99.7,-21.5
09.01.25 05:05,0.0,0,0,0,0,0,0,100.6,-20.7
09.01.25 05:10,0.0,0,0,0,0,0,0,101.4,-19.8
09.01.25 05:15,0.0,0,0,0,0,0,0,102.3,-19
09.01.25 05:20,0.0,0,0,0,0,0,0,103.1,-18.2
09.01.25 05:25,0.0,0,0,0,0,0,0,104,-17.4
09.01.25 05:30,0.0,0,0,0,0,0,0,104.8,-16.5
09.01.25 05:35,0.0,0,0,0,0,0,0,105.7,-15.7
09.01.25 05:40,0.0,0,0,0,0,0,0,106.5,-14.9
09.01.25 05:45,0.0,0,0,0,0,0,0,107.4,-14.1
09.01.25 05:50,0.0,0,0,0,0,0,0,108.3,-13.3
09.01.25 05:55,0.0,0,0,0,0,1,0,109.1,-12.5
09.01.25 06:00,0.0,0,0,0,0,1,0,110,-11.7
09.01.25 06:05,0.0,0,0,0,0,0,0,110.8,-10.9
09.01.25 06:10,0.0,0,0,0,0,0,0,111.7,-10.1
09.01.25 06:15,0.0,0,0,0,0,0,0,112.6,-9.3
09.01.25 06:20,0.0,0,0,0,0,0,0,113.4,-8.5
09.01.25 06:25,0.0,0,0,0,0,0,0,114.3,-7.7
09.01.25 06:30,0.0,0,0,0,0,0,0,115.2,-7
09.01.25 06:35,0.0,0,0,0,0,0,0,116,-6.2
09.01.25 06:40,0.0,0,0,0,0,0,0,116.9,-5.4
09.01.25 06:45,0.0,0,0,0,0,0,0,117.8,-4.7
09.01.25 06:50,0.0,0,0,0,0,0,0,118.7,-3.9
09.01.25 06:55,0.0,0,0,0,0,1,0,119.6,-3.2
09.01.25 07:00,0.0,0,0,0,0,1,0,120.5,-2.5
09.01.25 07:05,0.0,0,0,0,0,0,0,121.4,-1.7
09.01.25 07:10,0.0,0,0,0,0,0,0,122.3,-1
09.01.25 07:15,0.0,0,0,0,1.6,0,0,123.2,0.2
09.01.25 07:20,0.0,0,2.8,2.8,6.1,0,0,124.1,0.8
09.01.25 07:25,0.0,0,7.1,7.1,10.7,0,0,125,1.4
09.01.25 07:30,0.0,0,12.3,12.3,15.5,0,0,126,2.1
09.01.25 07:35,0.0,0,15.8,15.8,20.6,0,0,126.9,2.7
09.01.25 07:40,0.0,0,17.8,17.8,26.2,0,0,127.8,3.4
09.01.25 07:45,0.0,0,23,23,32.5,0,0,128.8,4
09.01.25 07:50,0.0,0,28.8,28.8,39.5,0,0,129.7,4.6
09.01.25 07:55,0.0,0,35.3,35.3,47.2,1,0,130.7,5.3
09.01.25 08:00,0.0,0,42.5,42.5,55.4,1,0,131.7,5.9
09.01.25 08:05,0.0,0,46.5,46.5,64.2,0,0,132.7,6.5
09.01.25 08:10,0.0,0,50,50,73.3,0,0,133.6,7.1
09.01.25 08:15,0.0,0,52.7,52.7,82.8,0,0,134.6,7.7
09.01.25 08:20,0.0,0,54.4,54.4,92.5,0,0,135.6,8.3
09.01.25 08:25,0.0,0,57.4,57.4,102.3,0,0,136.6,8.9
09.01.25 08:30,0.0,0,59.8,59.8,112.3,0,0,137.7,9.5
09.01.25 08:35,0.0,0,61.6,61.6,122.4,0,0,138.7,10
09.01.25 08:40,0.1,0,62.7,62.7,132.5,0,0,139.7,10.6
09.01.25 08:45,0.1,0,64.3,64.3,142.5,0,0,140.8,11.1
09.01.25 08:50,0.1,0,65.5,65.5,152.5,0,0,141.8,11.6
09.01.25 08:55,0.2,0,66.1,66.1,162.5,1,0,142.9,12.2
09.01.25 09:00,0.3,0,66.1,66.1,172.3,1,0,143.9,12.7
09.01.25 09:05,0.4,0,71.7,71.7,181.9,0,0,145,13.2
09.01.25 09:10,1.0,0,77.4,77.4,191.4,0,0,146.1,13.6
09.01.25 09:15,0.6,0,83.2,83.2,200.7,0,0,147.2,14.1
09.01.25 09:20,0.5,0,89.1,89.1,209.8,0,0,148.3,14.6
09.01.25 09:25,0.6,0,94.1,94.1,218.6,0,0,149.4,15
09.01.25 09:30,0.8,0,99,99,227.2,0,0,150.5,15.4
09.01.25 09:35,1.1,0,103.9,103.9,235.6,0,0,151.6,15.8
09.01.25 09:40,0.8,0,108.7,108.7,243.7,0,0,152.8,16.2
09.01.25 09:45,0.8,0,127.1,127.1,251.5,0,0,153.9,16.6
09.01.25 09:50,0.9,0,146.2,146.2,259.1,0,1,155.1,17
09.01.25 09:55,0.9,0,166,166,266.3,1,1,156.2,17.3
09.01.25 10:00,1.0,0,186.5,186.5,273.2,1,1,157.4,17.6
09.01.25 10:05,1.1,0,179.7,179.7,279.8,0,1,158.5,18
09.01.25 10:10,1.3,0,172.2,172.2,286.1,0,1,159.7,18.3
09.01.25 10:15,1.7,0,163.9,163.9,292,0,1,160.9,18.5
09.01.25 10:20,1.6,0,154.9,154.9,297.7,0,1,162.1,18.8
09.01.25 10:25,2.2,0,161.3,161.3,302.9,0,1,163.3,19.1
09.01.25 10:30,2.1,0,167.6,167.6,307.8,0,1,164.5,19.3
09.01.25 10:35,2.9,0,173.8,173.8,312.4,0,1,165.7,19.5
09.01.25 10:40,2.5,0,179.9,179.9,316.6,0,1,166.9,19.7
09.01.25 10:45,5.0,0,182.4,182.4,320.5,0,1,168.1,19.9
09.01.25 10:50,4.1,0,184.8,184.8,323.9,0,1,169.3,20.1
09.01.25 10:55,4.2,0,186.9,186.9,327,1,1,170.6,20.2
09.01.25 11:00,3.6,0,188.9,188.9,329.8,1,1,171.8,20.4
09.01.25 11:05,4.7,0,177.7,177.7,332.1,0,1,173,20.5
09.01.25 11:10,4.5,0,166.1,166.1,334.1,0,1,174.2,20.6
09.01.25 11:15,2.1,0,154.2,154.2,335.7,0,1,175.5,20.6
09.01.25 11:20,2.7,0,142,142,336.9,0,1,176.7,20.7
09.01.25 11:25,3.0,0,130.4,130.4,337.7,0,1,178,20.7
09.01.25 11:30,3.2,0,118.5,118.5,338.2,0,1,179.2,20.8
09.01.25 11:35,2.8,0,106.5,106.5,338.3,0,1,180.4,20.8
09.01.25 11:40,2.9,0,94.3,94.3,338,0,1,181.7,20.7
09.01.25 11:45,2.9,0,113.8,113.8,337.3,0,1,182.9,20.7
09.01.25 11:50,2.0,0,133,133,336.2,0,1,184.1,20.7
09.01.25 11:55,2.7,0,151.9,151.9,334.7,1,1,185.4,20.6
09.01.25 12:00,2.8,0,170.4,170.4,332.9,1,1,186.6,20.5
09.01.25 12:05,3.1,0,169.9,169.9,330.6,0,1,187.8,20.4
09.01.25 12:10,1.8,0,169.3,169.3,328,0,1,189.1,20.3
09.01.25 12:15,2.0,0,168.4,168.4,325.1,0,1,190.3,20.1
09.01.25 12:20,1.7,0,167.3,167.3,321.7,0,0,191.5,20
09.01.25 12:25,1.5,0,168.7,168.7,318,0,0,192.7,19.8
09.01.25 12:30,1.8,0,169.9,169.9,313.9,0,0,193.9,19.6
09.01.25 12:35,2.6,0,170.9,170.9,309.5,0,0,195.2,19.4
09.01.25 12:40,4.5,0,171.5,171.5,304.7,0,0,196.4,19.2
09.01.25 12:45,3.4,0,186.3,186.3,299.6,0,0,197.6,18.9
09.01.25 12:50,2.5,0,200.2,200.2,294.1,0,0,198.7,18.6
09.01.25 12:55,1.9,0,213.2,213.2,288.3,1,0,199.9,18.4
09.01.25 13:00,1.6,0,225.3,225.3,282.1,1,0,201.1,18.1
09.01.25 13:05,1.7,0,213.9,213.9,275.6,0,0,202.3,17.8
09.01.25 13:10,1.2,0,202.5,202.5,268.8,0,0,203.4,17.4
09.01.25 13:15,1.2,0,191.2,191.2,261.7,0,0,204.6,17.1
09.01.25 13:20,1.2,0,180,180,254.2,0,0,205.8,16.7
09.01.25 13:25,1.1,0,160.6,160.6,246.5,0,0,206.9,16.4
09.01.25 13:30,1.0,0,141.9,141.9,238.5,0,0,208,16
09.01.25 13:35,1.1,0,124,124,230.2,0,0,209.2,15.6
09.01.25 13:40,1.4,0,106.9,106.9,221.7,0,0,210.3,15.1
09.01.25 13:45,1.5,0,93.9,93.9,212.9,0,0,211.4,14.7
09.01.25 13:50,1.2,0,81.5,81.5,203.9,0,0,212.5,14.3
09.01.25 13:55,1.5,0,69.8,69.8,194.7,1,0,213.6,13.8
09.01.25 14:00,2.1,0,58.8,58.8,185.3,1,0,214.7,13.3
09.01.25 14:05,1.7,0,55.6,55.6,175.7,0,0,215.8,12.8
09.01.25 14:10,2.0,0,52.4,52.4,166,0,0,216.8,12.3
09.01.25 14:15,2.3,0,49.1,49.1,156.1,0,0,217.9,11.8
09.01.25 14:20,1.5,0,45.9,45.9,146.1,0,0,218.9,11.3
09.01.25 14:25,1.6,0,40.6,40.6,136.1,0,0,220,10.8
09.01.25 14:30,1.8,0,35.6,35.6,126,0,0,221,10.2
09.01.25 14:35,1.9,0,30.9,30.9,115.9,0,0,222,9.7
09.01.25 14:40,2.2,0,26.6,26.6,105.9,0,0,223.1,9.1
09.01.25 14:45,1.7,0,23.2,23.2,96,0,0,224.1,8.5
09.01.25 14:50,1.6,0,20,20,86.2,0,0,225.1,7.9
09.01.25 14:55,1.2,0,17,17,76.7,1,0,226.1,7.3
09.01.25 15:00,1.2,0,14.3,14.3,67.4,1,0,227.1,6.7
09.01.25 15:05,1.3,0,12.3,12.3,58.5,0,0,228.1,6.1
09.01.25 15:10,1.8,0,10.5,10.5,50.1,0,0,229,5.5
09.01.25 15:15,2.3,0,8.8,8.8,42.2,0,0,230,4.9
09.01.25 15:20,1.6,0,7.2,7.2,35,0,0,231,4.2
09.01.25 15:25,1.1,0,5.4,5.4,28.4,0,0,231.9,3.6
09.01.25 15:30,0.5,0,4,4,22.5,0,0,232.8,3
09.01.25 15:35,1.1,0,2.7,2.7,17.3,0,0,233.8,2.3
09.01.25 15:40,0.9,0,1.7,1.7,12.4,0,0,234.7,1.7
09.01.25 15:45,1.1,0,1.3,1.3,7.8,0,0,235.6,1
09.01.25 15:50,1.1,0,0.8,0.8,3.2,0,0,236.6,0.4
09.01.25 15:55,0.7,0,0,0,0,0,0,237.5,-0.8
09.01.25 16:00,0.6,0,0,0,0,0,0,238.4,-1.5
09.01.25 16:05,0.3,0,0,0,0,0,0,239.3,-2.2
09.01.25 16:10,0.4,0,0,0,0,0,0,240.2,-2.9
09.01.25 16:15,0.3,0,0,0,0,0,0,241.1,-3.7
09.01.25 16:20,0.2,0,0,0,0,0,0,242,-4.4
09.01.25 16:25,0.7,0,0,0,0,0,0,242.9,-5.2
09.01.25 16:30,0.7,0,0,0,0,0,0,243.7,-5.9
09.01.25 16:35,0.2,0,0,0,0,0,0,244.6,-6.7
09.01.25 16:40,0.2,0,0,0,0,0,0,245.5,-7.5
09.01.25 16:45,0.0,0,0,0,0,0,0,246.4,-8.2
09.01.25 16:50,0.0,0,0,0,0,0,0,247.2,-9
09.01.25 16:55,0.0,0,0,0,0,0,0,248.1,-9.8
09.01.25 17:00,0.0,0,0,0,0,0,0,249,-10.6
09.01.25 17:05,0.0,0,0,0,0,0,0,249.8,-11.4
09.01.25 17:10,0.0,0,0,0,0,0,0,250.7,-12.2
09.01.25 17:15,0.0,0,0,0,0,0,0,251.5,-13
09.01.25 17:20,0.0,0,0,0,0,0,0,252.4,-13.8
09.01.25 17:25,0.0,0,0,0,0,0,0,253.2,-14.6
09.01.25 17:30,0.0,0,0,0,0,0,0,254.1,-15.4
09.01.25 17:35,0.0,0,0,0,0,0,0,255,-16.2
09.01.25 17:40,0.0,0,0,0,0,0,0,255.8,-17.1
09.01.25 17:45,0.0,0,0,0,0,0,0,256.7,-17.9
09.01.25 17:50,0.0,0,0,0,0,0,0,257.5,-18.7
09.01.25 17:55,0.0,0,0,0,0,0,0,258.4,-19.5
09.01.25 18:00,0.0,0,0,0,0,0,0,259.2,-20.4
09.01.25 18:05,0.0,0,0,0,0,0,0,260.1,-21.2
09.01.25 18:10,0.0,0,0,0,0,0,0,261,-22
09.01.25 18:15,0.0,0,0,0,0,0,0,261.8,-22.9
09.01.25 18:20,0.0,0,0,0,0,0,0,262.7,-23.7
09.01.25 18:25,0.0,0,0,0,0,0,0,263.6,-24.6
09.01.25 18:30,0.0,0,0,0,0,0,0,264.4,-25.4
09.01.25 18:35,0.0,0,0,0,0,0,0,265.3,-26.2
09.01.25 18:40,0.0,0,0,0,0,0,0,266.2,-27.1
09.01.25 18:45,0.0,0,0,0,0,0,0,267.1,-27.9
09.01.25 18:50,0.0,0,0,0,0,0,0,268,-28.8
09.01.25 18:55,0.0,0,0,0,0,0,0,268.9,-29.6
09.01.25 19:00,0.0,0,0,0,0,0,0,269.8,-30.5
09.01.25 19:05,0.0,0,0,0,0,0,0,270.7,-31.3
09.01.25 19:10,0.0,0,0,0,0,0,0,271.7,-32.2
09.01.25 19:15,0.0,0,0,0,0,0,0,272.6,-33
09.01.25 19:20,0.0,0,0,0,0,0,0,273.6,-33.9
09.01.25 19:25,0.0,0,0,0,0,0,0,274.5,-34.7
09.01.25 19:30,0.0,0,0,0,0,0,0,275.5,-35.6
09.01.25 19:35,0.0,0,0,0,0,0,0,276.5,-36.4
09.01.25 19:40,0.0,0,0,0,0,0,0,277.5,-37.2
09.01.25 19:45,0.0,0,0,0,0,0,0,278.5,-38.1
09.01.25 19:50,0.0,0,0,0,0,0,0,279.5,-38.9
09.01.25 19:55,0.0,0,0,0,0,0,0,280.5,-39.7
09.01.25 20:00,0.0,0,0,0,0,0,0,281.6,-40.6
09.01.25 20:05,0.0,0,0,0,0,0,0,282.7,-41.4
09.01.25 20:10,0.0,0,0,0,0,0,0,283.8,-42.2
09.01.25 20:15,0.0,0,0,0,0,0,0,284.9,-43.1
09.01.25 20:20,0.0,0,0,0,0,0,0,286,-43.9
09.01.25 20:25,0.0,0,0,0,0,0,0,287.2,-44.7
09.01.25 20:30,0.0,0,0,0,0,0,0,288.3,-45.5
09.01.25 20:35,0.0,0,0,0,0,0,0,289.5,-46.3
09.01.25 20:40,0.0,0,0,0,0,0,0,290.8,-47.1
09.01.25 20:45,0.0,0,0,0,0,0,0,292,-47.9
09.01.25 20:50,0.0,0,0,0,0,0,0,293.3,-48.7
09.01.25 20:55,0.0,0,0,0,0,0,0,294.6,-49.4
09.01.25 21:00,0.0,0,0,0,0,0,0,296,-50.2
09.01.25 21:05,0.0,0,0,0,0,0,0,297.3,-51
09.01.25 21:10,0.0,0,0,0,0,0,0,298.8,-51.7
09.01.25 21:15,0.0,0,0,0,0,0,0,300.2,-52.4
09.01.25 21:20,0.0,0,0,0,0,0,0,301.7,-53.2
09.01.25 21:25,0.0,0,0,0,0,0,0,303.2,-53.9
09.01.25 21:30,0.0,0,0,0,0,0,0,304.8,-54.6
09.01.25 21:35,0.0,0,0,0,0,0,0,306.4,-55.3
09.01.25 21:40,0.0,0,0,0,0,0,0,308.1,-56
09.01.25 21:45,0.0,0,0,0,0,0,0,309.8,-56.6
09.01.25 21:50,0.0,0,0,0,0,0,0,311.6,-57.3
09.01.25 21:55,0.0,0,0,0,0,0,0,313.4,-57.9
09.01.25 22:00,0.0,0,0,0,0,0,0,315.3,-58.5
09.01.25 22:05,0.0,0,0,0,0,0,0,317.2,-59.1
09.01.25 22:10,0.0,0,0,0,0,0,0,319.2,-59.6
09.01.25 22:15,0.0,0,0,0,0,0,0,321.3,-60.2
09.01.25 22:20,0.0,0,0,0,0,0,0,323.4,-60.7
09.01.25 22:25,0.0,0,0,0,0,0,0,325.5,-61.2
09.01.25 22:30,0.0,0,0,0,0,0,0,327.7,-61.7
09.01.25 22:35,0.0,0,0,0,0,0,0,330,-62.1
09.01.25 22:40,0.0,0,0,0,0,0,0,332.3,-62.5
09.01.25 22:45,0.0,0,0,0,0,0,0,334.7,-62.9
09.01.25 22:50,0.0,0,0,0,0,0,0,337.2,-63.2
09.01.25 22:55,0.0,0,0,0,0,0,0,339.7,-63.5
09.01.25 23:00,0.0,0,0,0,0,0,0,342.2,-63.8
09.01.25 23:05,0.0,0,0,0,0,0,0,344.8,-64.1
09.01.25 23:10,0.0,0,0,0,0,0,0,347.4,-64.3
09.01.25 23:15,0.0,0,0,0,0,0,0,350.1,-64.4
09.01.25 23:20,0.0,0,0,0,0,0,0,352.7,-64.6
09.01.25 23:25,0.0,0,0,0,0,0,0,355.4,-64.6
09.01.25 23:30,0.0,0,0,0,0,0,0,358.1,-64.7
09.01.25 23:35,0.0,0,0,0,0,0,0,0.8,-64.7
09.01.25 23:40,0.0,0,0,0,0,0,0,3.5,-64.7
09.01.25 23:45,0.0,0,0,0,0,0,0,6.2,-64.6
09.01.25 23:50,0.0,0,0,0,0,0,0,8.9,-64.5
09.01.25 23:55,0.0,0,0,0,0,0,0,11.6,-64.3
10.01.25 00:00,0.0,0,0,0,0,0,0,14.2,-64.1
10.01.25 00:05,0.0,0,0,0,0,0,0,16.8,-63.9
10.01.25 00:10,0.0,0,0,0,0,0,0,19.4,-63.6
10.01.25 00:15,0.0,0,0,0,0,0,0,21.9,-63.3
10.01.25 00:20,0.0,0,0,0,0,0,0,24.3,-63
10.01.25 00:25,0.0,0,0,0,0,0,0,26.7,-62.6
10.01.25 00:30,0.0,0,0,0,0,0,0,29.1,-62.2
10.01.25 00:35,0.0,0,0,0,0,0,0,31.4,-61.8
10.01.25 00:40,0.0,0,0,0,0,0,0,33.6,-61.4
10.01.25 00:45,0.0,0,0,0,0,0,0,35.8,-60.9
10.01.25 00:50,0.0,0,0,0,0,0,0,37.9,-60.4
10.01.25 00:55,0.0,0,0,0,0,0,0,40,-59.8
10.01.25 01:00,0.0,0,0,0,0,0,0,42,-59.3
10.01.25 01:05,0.0,0,0,0,0,0,0,44,-58.7
10.01.25 01:10,0.0,0,0,0,0,0,0,45.8,-58.1
10.01.25 01:15,0.0,0,0,0,0,0,0,47.7,-57.5
10.01.25 01:20,0.0,0,0,0,0,0,0,49.5,-56.8
10.01.25 01:25,0.0,0,0,0,0,0,0,51.2,-56.2
10.01.25 01:30,0.0,0,0,0,0,0,0,52.9,-55.5
10.01.25 01:35,0.0,0,0,0,0,0,0,54.5,-54.8
10.01.25 01:40,0.0,0,0,0,0,0,0,56.1,-54.1
10.01.25 01:45,0.0,0,0,0,0,0,0,57.7,-53.4
10.01.25 01:50,0.0,0,0,0,0,0,0,59.2,-52.7
10.01.25 01:55,0.0,0,0,0,0,0,0,60.7,-52
10.01.25 02:00,0.0,0,0,0,0,0,0,62.1,-51.2
10.01.25 02:05,0.0,0,0,0,0,0,0,63.5,-50.5
10.01.25 02:10,0.0,0,0,0,0,0,0,64.8,-49.7
10.01.25 02:15,0.0,0,0,0,0,0,0,66.2,-48.9
10.01.25 02:20,0.0,0,0,0,0,0,0,67.5,-48.2
10.01.25 02:25,0.0,0,0,0,0,0,0,68.7,-47.4
10.01.25 02:30,0.0,0,0,0,0,0,0,70,-46.6
10.01.25 02:35,0.0,0,0,0,0,0,0,71.2,-45.8
10.01.25 02:40,0.0,0,0,0,0,0,0,72.4,-45
10.01.25 02:45,0.0,0,0,0,0,0,0,73.5,-44.2
10.01.25 02:50,0.0,0,0,0,0,0,0,74.7,-43.3
10.01.25 02:55,0.0,0,0,0,0,0,0,75.8,-42.5
10.01.25 03:00,0.0,0,0,0,0,0,0,76.9,-41.7
